alpha,fold_id,error_rate,log_loss,auroc,step_size,did_converge,L1_norm_grad
100.0000,1,0.0333,0.1111,0.9937,0.2500,1,0.0000
100.0000,2,0.0290,0.1070,0.9948,0.2500,1,0.0000
100.0000,3,0.0315,0.1058,0.9947,0.2500,1,0.0000
