alpha,fold_id,error_rate,log_loss,auroc,step_size,did_converge,L1_norm_grad
0.0001,1,0.0000,0.0033,1.0000,1.0600,1,0.0000
0.0001,2,0.0000,0.0032,1.0000,1.0600,1,0.0000
0.0001,3,0.0000,0.0033,1.0000,1.0600,1,0.0000
