alpha,fold_id,error_rate,log_loss,auroc,step_size,did_converge,L1_norm_grad
100000.0000,1,0.0978,0.6439,0.9853,0.0005,1,0.0003
100000.0000,2,0.0914,0.6444,0.9846,0.0005,1,0.0002
100000.0000,3,0.0784,0.6457,0.9831,0.0005,1,0.0003
